# dimensionless total [l(l+1)/2pi] C_l's
# for l=2 to 999, i.e. number of multipoles equal to 998
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
#
# 1:l     2:lens[1]-lens[1]        3:lens[1]-lens[2]        4:lens[2]-lens[2]    
  377       7.317019572084e-16       1.756651917454e-15       6.974219313443e-15 
  378       7.254095255874e-16       1.742015332443e-15       6.916703956770e-15 
  379       7.191884624457e-16       1.727542879965e-15       6.859841985371e-15 
  380       7.130371514619e-16       1.713230839923e-15       6.803618353196e-15 
  381       7.069539090728e-16       1.699075336791e-15       6.748017391908e-15 
  382       7.009369839396e-16       1.685072338381e-15       6.693022805953e-15 
  383       6.949845564149e-16       1.671217654611e-15       6.638617667628e-15 
  384       6.890947380088e-16       1.657506936267e-15       6.584784412140e-15 
  385       6.832655708556e-16       1.643935673769e-15       6.531504832681e-15 
  386       6.774950271804e-16       1.630499195937e-15       6.478760075488e-15 
  387       6.717810087655e-16       1.617192668757e-15       6.426530634912e-15 
  388       6.661217212996e-16       1.604011959953e-15       6.374799830568e-15 
  389       6.605168139522e-16       1.590956270896e-15       6.323564392243e-15 
  390       6.549662813789e-16       1.578025600723e-15       6.272824261242e-15 
  391       6.494700924533e-16       1.565219888869e-15       6.222579141897e-15 
  392       6.440281900312e-16       1.552539014525e-15       6.172828499401e-15 
  393       6.386404907153e-16       1.539982796090e-15       6.123571557646e-15 
  394       6.333068846198e-16       1.527550990624e-15       6.074807297056e-15 
  395       6.280272351351e-16       1.515243293302e-15       6.026534452418e-15 
  396       6.228013786921e-16       1.503059336867e-15       5.978751510725e-15 
  397       6.176291245269e-16       1.490998691086e-15       5.931456709001e-15 
  398       6.125102544454e-16       1.479060862200e-15       5.884648032143e-15 
  399       6.074445225880e-16       1.467245292383e-15       5.838323210754e-15 
  400       6.024316551936e-16       1.455551359189e-15       5.792479718975e-15 
  401       5.974713503650e-16       1.443978375011e-15       5.747114772323e-15 
  402       5.925632778327e-16       1.432525586531e-15       5.702225325524e-15 
  403       5.877070787201e-16       1.421192174178e-15       5.657808070347e-15 
  404       5.829023653074e-16       1.409977251577e-15       5.613859433442e-15 
  405       5.781487207969e-16       1.398879865005e-15       5.570375574171e-15 
  406       5.734456990770e-16       1.387898992845e-15       5.527352382444e-15 
  407       5.687928244869e-16       1.377033545038e-15       5.484785476555e-15 
  408       5.641895915816e-16       1.366282362539e-15       5.442670201015e-15 
  409       5.596354648956e-16       1.355644216767e-15       5.401001624388e-15 
  410       5.551298787085e-16       1.345117809064e-15       5.359774537124e-15 
  411       5.506722368085e-16       1.334701770143e-15       5.318983449396e-15 
  412       5.462619122580e-16       1.324394659547e-15       5.278622588932e-15 
  413       5.418982471573e-16       1.314194965096e-15       5.238685898853e-15 
  414       5.375805524097e-16       1.304101102349e-15       5.199167035504e-15 
  415       5.333081074860e-16       1.294111414051e-15       5.160059366294e-15 
  416       5.290801601889e-16       1.284224169588e-15       5.121355967523e-15 
  417       5.248959264174e-16       1.274437564443e-15       5.083049622224e-15 
  418       5.207545899321e-16       1.264749719648e-15       5.045132817994e-15 
  419       5.166553021188e-16       1.255158681238e-15       5.007597744829e-15 
  420       5.125971817538e-16       1.245662419705e-15       4.970436292961e-15 
  421       5.085793147683e-16       1.236258829449e-15       4.933640050689e-15 
  422       5.046007540125e-16       1.226945728237e-15       4.897200302217e-15 
  423       5.006605190210e-16       1.217720856651e-15       4.861108025485e-15 
  424       4.967575957766e-16       1.208581877545e-15       4.825353890010e-15 
  425       4.928909364754e-16       1.199526375499e-15       4.789928254713e-15 
  426       4.890594592908e-16       1.190551856270e-15       4.754821165759e-15 
  427       4.852622353392e-16       1.181656179563e-15       4.720024079623e-15 
  428       4.814990570593e-16       1.172838874671e-15       4.685535101256e-15 
  429       4.777698887072e-16       1.164099868521e-15       4.651353919875e-15 
  430       4.740746807903e-16       1.155439056142e-15       4.617480098799e-15 
  431       4.704133699551e-16       1.146856300401e-15       4.583913074422e-15 
  432       4.667858788748e-16       1.138351431744e-15       4.550652155173e-15 
  433       4.631921161366e-16       1.129924247933e-15       4.517696520491e-15 
  434       4.596319761292e-16       1.121574513784e-15       4.485045219787e-15 
  435       4.561053389304e-16       1.113301960905e-15       4.452697171417e-15 
  436       4.526120701945e-16       1.105106287435e-15       4.420651161643e-15 
  437       4.491520210397e-16       1.096987157783e-15       4.388905843606e-15 
  438       4.457250279358e-16       1.088944202361e-15       4.357459736290e-15 
  439       4.423309125915e-16       1.080977017330e-15       4.326311223493e-15 
  440       4.389694818421e-16       1.073085164334e-15       4.295458552790e-15 
  441       4.356405275367e-16       1.065268170235e-15       4.264899834505e-15 
  442       4.323438264258e-16       1.057525526857e-15       4.234633040675e-15 
  443       4.290791400489e-16       1.049856690723e-15       4.204656004021e-15 
  444       4.258462146219e-16       1.042261082791e-15       4.174966416911e-15 
  445       4.226447809244e-16       1.034738088191e-15       4.145561830332e-15 
  446       4.194745541878e-16       1.027287055967e-15       4.116439652854e-15 
  447       4.163352339818e-16       1.019907298816e-15       4.087597149602e-15 
  448       4.132265041029e-16       1.012598092819e-15       4.059031441217e-15 
  449       4.101480324611e-16       1.005358677186e-15       4.030739502829e-15 
  450       4.070994709679e-16       9.981882539939e-16       4.002718163024e-15 
  451       4.040804554236e-16       9.910859879199e-16       3.974964102808e-15 
  452       4.010906054047e-16       9.840510059841e-16       3.947473854578e-15 
  453       3.981295241515e-16       9.770823972857e-16       3.920243801087e-15 
  454       3.951967984554e-16       9.701792127418e-16       3.893270174415e-15 
  455       3.922919985469e-16       9.633404648257e-16       3.866549054932e-15 
  456       3.894146779824e-16       9.565651273042e-16       3.840076370268e-15 
  457       3.865643735321e-16       9.498521349770e-16       3.813847894283e-15 
  458       3.837406050674e-16       9.432003834140e-16       3.787859246030e-15 
  459       3.809428754484e-16       9.366087286936e-16       3.762105888722e-15 
  460       3.781706704114e-16       9.300759871414e-16       3.736583128707e-15 
  461       3.754234584563e-16       9.236009350677e-16       3.711286114427e-15 
  462       3.727006907340e-16       9.171823085061e-16       3.686209835390e-15 
  463       3.700018009343e-16       9.108188029516e-16       3.661349121136e-15 
  464       3.673262051730e-16       9.045090730986e-16       3.636698640205e-15 
  465       3.646733018793e-16       8.982517325795e-16       3.612252899106e-15 
  466       3.620425726082e-16       8.920455874994e-16       3.588007166783e-15 
  467       3.594338881663e-16       8.858903455937e-16       3.563960281868e-15 
  468       3.568472118150e-16       8.797859286803e-16       3.540111930981e-15 
  469       3.542824991530e-16       8.737322407303e-16       3.516461730625e-15 
  470       3.517396980591e-16       8.677291677348e-16       3.493009226664e-15 
  471       3.492187486354e-16       8.617765775721e-16       3.469753893799e-15 
  472       3.467195831507e-16       8.558743198750e-16       3.446695135050e-15 
  473       3.442421259834e-16       8.500222258976e-16       3.423832281228e-15 
  474       3.417862935646e-16       8.442201083825e-16       3.401164590418e-15 
  475       3.393519943212e-16       8.384677614281e-16       3.378691247455e-15 
  476       3.369391286196e-16       8.327649603554e-16       3.356411363401e-15 
  477       3.345475887079e-16       8.271114615751e-16       3.334323975023e-15 
  478       3.321772586598e-16       8.215070024550e-16       3.312428044275e-15 
  479       3.298280143174e-16       8.159513011869e-16       3.290722457768e-15 
  480       3.274997232345e-16       8.104440566537e-16       3.269206026254e-15 
  481       3.251922446194e-16       8.049849482964e-16       3.247877484102e-15 
  482       3.229054292785e-16       7.995736359814e-16       3.226735488778e-15 
  483       3.206391195591e-16       7.942097598676e-16       3.205778620317e-15 
  484       3.183931492927e-16       7.888929402733e-16       3.185005380807e-15 
  485       3.161673437382e-16       7.836227775434e-16       3.164414193864e-15 
  486       3.139615195246e-16       7.783988519165e-16       3.144003404111e-15 
  487       3.117754845947e-16       7.732207233920e-16       3.123771276654e-15 
  488       3.096090381481e-16       7.680879315974e-16       3.103715996562e-15 
  489       3.074619705839e-16       7.629999956548e-16       3.083835668344e-15 
  490       3.053340634445e-16       7.579564140488e-16       3.064128315426e-15 
  491       3.032250893582e-16       7.529566644930e-16       3.044591879630e-15 
  492       3.011348119827e-16       7.480002037973e-16       3.025224220653e-15 
  493       2.990629859478e-16       7.430864677349e-16       3.006023115540e-15 
  494       2.970093567992e-16       7.382148709097e-16       2.986986258170e-15 
  495       2.949736609409e-16       7.333848066231e-16       2.968111258724e-15 
  496       2.929556255790e-16       7.285956467412e-16       2.949395643171e-15 
  497       2.909549686644e-16       7.238467415617e-16       2.930836852743e-15 
  498       2.889713988358e-16       7.191374196814e-16       2.912432243411e-15 
  499       2.870046153636e-16       7.144669878630e-16       2.894179085367e-15 
  500       2.850543080922e-16       7.098347309024e-16       2.876074562495e-15 
  501       2.831201573835e-16       7.052399114954e-16       2.858115771859e-15 
  502       2.812018340601e-16       7.006817701054e-16       2.840299723170e-15 
  503       2.792989993483e-16       6.961595248299e-16       2.822623338272e-15 
  504       2.774113048214e-16       6.916723712680e-16       2.805083450617e-15 
  505       2.755384489131e-16       6.872196138484e-16       2.787677322416e-15 
  506       2.736803483659e-16       6.828010642440e-16       2.770404213560e-15 
  507       2.718369716096e-16       6.784166541733e-16       2.753263856867e-15 
  508       2.700082826081e-16       6.740663049066e-16       2.736255944222e-15 
  509       2.681942408285e-16       6.697499271942e-16       2.719380126296e-15 
  510       2.663948012109e-16       6.654674211961e-16       2.702636012265e-15 
  511       2.646099141380e-16       6.612186764101e-16       2.686023169533e-15 
  512       2.628395254054e-16       6.570035716009e-16       2.669541123454e-15 
  513       2.610835761904e-16       6.528219747292e-16       2.653189357049e-15 
  514       2.593420030224e-16       6.486737428802e-16       2.636967310731e-15 
  515       2.576147377523e-16       6.445587221924e-16       2.620874382023e-15 
  516       2.559017075222e-16       6.404767477866e-16       2.604909925282e-15 
  517       2.542028347353e-16       6.364276436948e-16       2.589073251416e-15 
  518       2.525180370255e-16       6.324112227888e-16       2.573363627610e-15 
  519       2.508472272268e-16       6.284272867093e-16       2.557780277043e-15 
  520       2.491903133435e-16       6.244756257945e-16       2.542322378608e-15 
  521       2.475471985197e-16       6.205560190091e-16       2.526989066638e-15 
  522       2.459177810089e-16       6.166682338729e-16       2.511779430624e-15 
  523       2.443019541437e-16       6.128120263899e-16       2.496692514935e-15 
  524       2.426996063059e-16       6.089871409771e-16       2.481727318539e-15 
  525       2.411106208955e-16       6.051933103932e-16       2.466882794727e-15 
  526       2.395348763011e-16       6.014302556675e-16       2.452157850832e-15 
  527       2.379722458690e-16       5.976976860287e-16       2.437551347947e-15 
  528       2.364225978736e-16       5.939952988338e-16       2.423062100654e-15 
  529       2.348857954863e-16       5.903227794969e-16       2.408688876734e-15 
  530       2.333616967459e-16       5.866798014180e-16       2.394430396899e-15 
  531       2.318501545279e-16       5.830660259119e-16       2.380285334504e-15 
  532       2.303510165142e-16       5.794811021370e-16       2.366252315273e-15 
  533       2.288641251631e-16       5.759246670241e-16       2.352329917021e-15 
  534       2.273893176788e-16       5.723963452053e-16       2.338516669369e-15 
  535       2.259264259809e-16       5.688957489428e-16       2.324811053470e-15 
  536       2.244752766747e-16       5.654224780577e-16       2.311211501731e-15 
  537       2.230356910201e-16       5.619761198590e-16       2.297716397527e-15 
  538       2.216074849021e-16       5.585562490721e-16       2.284324074931e-15 
  539       2.201904688000e-16       5.551624277680e-16       2.271032818428e-15 
  540       2.187844477571e-16       5.517942052918e-16       2.257840862639e-15 
  541       2.173892213507e-16       5.484511181920e-16       2.244746392041e-15 
  542       2.160045836617e-16       5.451326901486e-16       2.231747540690e-15 
  543       2.146303232440e-16       5.418384319029e-16       2.218842391939e-15 
  544       2.132662563489e-16       5.385679187313e-16       2.206029282560e-15 
  545       2.119123276350e-16       5.353210252934e-16       2.193307724617e-15 
  546       2.105685120935e-16       5.320976969283e-16       2.180677507711e-15 
  547       2.092347820204e-16       5.288978726375e-16       2.168138396657e-15 
  548       2.079111070000e-16       5.257214850448e-16       2.155690131326e-15 
  549       2.065974538883e-16       5.225684603569e-16       2.143332426493e-15 
  550       2.052937867954e-16       5.194387183237e-16       2.131064971677e-15 
  551       2.040000670697e-16       5.163321721980e-16       2.118887430989e-15 
  552       2.027162532801e-16       5.132487286963e-16       2.106799442973e-15 
  553       2.014423011996e-16       5.101882879585e-16       2.094800620453e-15 
  554       2.001781637887e-16       5.071507435087e-16       2.082890550373e-15 
  555       1.989237911781e-16       5.041359822149e-16       2.071068793648e-15 
  556       1.976791306520e-16       5.011438842494e-16       2.059334885000e-15 
  557       1.964441266314e-16       4.981743230491e-16       2.047688332810e-15 
  558       1.952187206574e-16       4.952271652758e-16       2.036128618954e-15 
  559       1.940028513737e-16       4.923022707760e-16       2.024655198656e-15 
  560       1.927964545105e-16       4.893994925416e-16       2.013267500326e-15 
  561       1.915994628674e-16       4.865186766699e-16       2.001964925404e-15 
  562       1.904118062965e-16       4.836596623238e-16       1.990746848210e-15 
  563       1.892334116854e-16       4.808222816921e-16       1.979612615780e-15 
  564       1.880642029408e-16       4.780063599497e-16       1.968561547718e-15 
  565       1.869041009713e-16       4.752117152177e-16       1.957592936035e-15 
  566       1.857530236707e-16       4.724381585240e-16       1.946706044995e-15 
  567       1.846108859013e-16       4.696854937628e-16       1.935900110958e-15 
  568       1.834775994766e-16       4.669535176558e-16       1.925174342227e-15 
  569       1.823530731451e-16       4.642420197114e-16       1.914527918889e-15 
  570       1.812372125729e-16       4.615507821858e-16       1.903959992661e-15 
  571       1.801299203271e-16       4.588795800425e-16       1.893469686733e-15 
  572       1.790310958593e-16       4.562281809131e-16       1.883056095614e-15 
  573       1.779406354879e-16       4.535963450571e-16       1.872718284974e-15 
  574       1.768584323822e-16       4.509838253224e-16       1.862455291489e-15 
  575       1.757843765449e-16       4.483903671055e-16       1.852266122687e-15 
  576       1.747183547957e-16       4.458157083113e-16       1.842149756788e-15 
  577       1.736602507542e-16       4.432595793140e-16       1.832105142552e-15 
  578       1.726099448230e-16       4.407217029168e-16       1.822131199123e-15 
  579       1.715673141712e-16       4.382017943124e-16       1.812226815869e-15 
  580       1.705322327173e-16       4.356995610429e-16       1.802390852232e-15 
  581       1.695045711124e-16       4.332147029604e-16       1.792622137569e-15 
  582       1.684841967233e-16       4.307469121871e-16       1.782919470994e-15 
  583       1.674709938060e-16       4.282959203686e-16       1.773281806413e-15 
  584       1.664649246123e-16       4.258616418112e-16       1.763708812997e-15 
  585       1.654659697766e-16       4.234440338420e-16       1.754200328398e-15 
  586       1.644741082538e-16       4.210430498162e-16       1.744756174745e-15 
  587       1.634893173099e-16       4.186586390937e-16       1.735376158550e-15 
  588       1.625115725121e-16       4.162907470166e-16       1.726060070616e-15 
  589       1.615408477189e-16       4.139393148853e-16       1.716807685952e-15 
  590       1.605771150711e-16       4.116042799361e-16       1.707618763677e-15 
  591       1.596203449812e-16       4.092855753177e-16       1.698493046932e-15 
  592       1.586705061241e-16       4.069831300681e-16       1.689430262789e-15 
  593       1.577275654276e-16       4.046968690916e-16       1.680430122161e-15 
  594       1.567914880622e-16       4.024267131358e-16       1.671492319709e-15 
  595       1.558622374316e-16       4.001725787682e-16       1.662616533756e-15 
  596       1.549397751631e-16       3.979343783533e-16       1.653802426191e-15 
  597       1.540240610978e-16       3.957120200293e-16       1.645049642384e-15 
  598       1.531150532806e-16       3.935054076853e-16       1.636357811090e-15 
  599       1.522127079509e-16       3.913144409379e-16       1.627726544362e-15 
  600       1.513169795328e-16       3.891390151082e-16       1.619155437460e-15 
  601       1.504278206249e-16       3.869790211987e-16       1.610644068759e-15 
  602       1.495451819915e-16       3.848343458701e-16       1.602191999661e-15 
  603       1.486690125518e-16       3.827048714185e-16       1.593798774502e-15 
  604       1.477992593710e-16       3.805904757517e-16       1.585463920461e-15 
  605       1.469358676503e-16       3.784910323666e-16       1.577186947472e-15 
  606       1.460787807170e-16       3.764064103260e-16       1.568967348132e-15 
  607       1.452279400151e-16       3.743364742353e-16       1.560804597610e-15 
  608       1.443832850955e-16       3.722810842195e-16       1.552698153559e-15 
  609       1.435447536058e-16       3.702400959003e-16       1.544647456019e-15 
  610       1.427122812816e-16       3.682133603725e-16       1.536651927337e-15 
  611       1.418858019356e-16       3.662007241813e-16       1.528710972065e-15 
  612       1.410652474487e-16       3.642020292991e-16       1.520823976878e-15 
  613       1.402505477601e-16       3.622171131023e-16       1.512990310479e-15 
  614       1.394416308573e-16       3.602458083482e-16       1.505209323509e-15 
  615       1.386384227666e-16       3.582879431520e-16       1.497480348459e-15 
  616       1.378408475435e-16       3.563433409636e-16       1.489802699575e-15 
  617       1.370488272628e-16       3.544118205444e-16       1.482175672773e-15 
  618       1.362622820088e-16       3.524931959445e-16       1.474598545543e-15 
  619       1.354811298658e-16       3.505872764792e-16       1.467070576862e-15 
  620       1.347052869082e-16       3.486938667061e-16       1.459591007101e-15 
  621       1.339346671908e-16       3.468127664021e-16       1.452159057938e-15 
  622       1.331691954129e-16       3.449438003668e-16       1.444774048846e-15 
  623       1.324088452549e-16       3.430869086468e-16       1.437435749752e-15 
  624       1.316536019205e-16       3.412420583798e-16       1.430144036460e-15 
  625       1.309034495383e-16       3.394092141446e-16       1.422898774766e-15 
  626       1.301583711565e-16       3.375883379475e-16       1.415699820400e-15 
  627       1.294183487365e-16       3.357793892085e-16       1.408547018974e-15 
  628       1.286833631474e-16       3.339823247475e-16       1.401440205925e-15 
  629       1.279533941604e-16       3.321970987701e-16       1.394379206463e-15 
  630       1.272284204426e-16       3.304236628540e-16       1.387363835515e-15 
  631       1.265084195515e-16       3.286619659351e-16       1.380393897671e-15 
  632       1.257933679292e-16       3.269119542934e-16       1.373469187130e-15 
  633       1.250832408962e-16       3.251735715395e-16       1.366589487644e-15 
  634       1.243780126462e-16       3.234467586003e-16       1.359754572466e-15 
  635       1.236776562400e-16       3.217314537057e-16       1.352964204293e-15 
  636       1.229821435995e-16       3.200275923739e-16       1.346218135215e-15 
  637       1.222914455024e-16       3.183351073983e-16       1.339516106655e-15 
  638       1.216055315759e-16       3.166539288334e-16       1.332857849321e-15 
  639       1.209243702912e-16       3.149839839806e-16       1.326243083145e-15 
  640       1.202479289576e-16       3.133251973747e-16       1.319671517235e-15 
  641       1.195761737170e-16       3.116774907699e-16       1.313142849817e-15 
  642       1.189090695373e-16       3.100407831259e-16       1.306656768178e-15 
  643       1.182465802077e-16       3.084149905941e-16       1.300212948618e-15 
  644       1.175886683321e-16       3.068000265036e-16       1.293811056391e-15 
  645       1.169352953234e-16       3.051958013474e-16       1.287450745652e-15 
  646       1.162864213981e-16       3.036022227687e-16       1.281131659400e-15 
  647       1.156420055701e-16       3.020191955466e-16       1.274853429428e-15 
  648       1.150020056451e-16       3.004466215826e-16       1.268615676266e-15 
  649       1.143663782149e-16       2.988843998867e-16       1.262418009127e-15 
  650       1.137350786512e-16       2.973324265632e-16       1.256260025850e-15 
  651       1.131080611003e-16       2.957905947973e-16       1.250141312850e-15 
  652       1.124852784769e-16       2.942587948408e-16       1.244061445062e-15 
  653       1.118666824586e-16       2.927369139986e-16       1.238019985884e-15 
  654       1.112522234798e-16       2.912248366143e-16       1.232016487126e-15 
  655       1.106418507264e-16       2.897224440571e-16       1.226050488953e-15 
  656       1.100355121294e-16       2.882296147070e-16       1.220121519833e-15 
  657       1.094331543594e-16       2.867462239418e-16       1.214229096479e-15 
  658       1.088347228210e-16       2.852721441227e-16       1.208372723799e-15 
  659       1.082401616465e-16       2.838072445805e-16       1.202551894838e-15 
  660       1.076494136907e-16       2.823513916019e-16       1.196766090724e-15 
  661       1.070624286877e-16       2.809044677314e-16       1.191014856125e-15 
  662       1.064791879321e-16       2.794664301743e-16       1.185298027541e-15 
  663       1.058996801311e-16       2.780372536538e-16       1.179615509940e-15 
  664       1.053238932864e-16       2.766169112040e-16       1.173967201666e-15 
  665       1.047518146914e-16       2.752053741605e-16       1.168352994407e-15 
  666       1.041834309271e-16       2.738026121523e-16       1.162772773162e-15 
  667       1.036187278589e-16       2.724085930929e-16       1.157226416209e-15 
  668       1.030576906329e-16       2.710232831720e-16       1.151713795066e-15 
  669       1.025003036721e-16       2.696466468468e-16       1.146234774462e-15 
  670       1.019465506734e-16       2.682786468334e-16       1.140789212301e-15 
  671       1.013964146035e-16       2.669192440983e-16       1.135376959630e-15 
  672       1.008498776956e-16       2.655683978496e-16       1.129997860603e-15 
  673       1.003069214458e-16       2.642260655288e-16       1.124651752448e-15 
  674       9.976752660955e-17       2.628922028019e-16       1.119338465435e-15 
  675       9.923167319818e-17       2.615667635511e-16       1.114057822841e-15 
  676       9.869934047513e-17       2.602496998657e-16       1.108809640913e-15 
  677       9.817050695252e-17       2.589409620343e-16       1.103593728841e-15 
  678       9.764515038763e-17       2.576404985356e-16       1.098409888720e-15 
  679       9.712324777926e-17       2.563482560300e-16       1.093257915515e-15 
  680       9.660477536420e-17       2.550641793512e-16       1.088137597031e-15 
  681       9.608970861370e-17       2.537882114973e-16       1.083048713876e-15 
  682       9.557802222987e-17       2.525202936225e-16       1.077991039429e-15 
  683       9.506969014216e-17       2.512603650284e-16       1.072964339807e-15 
  684       9.456468550375e-17       2.500083631556e-16       1.067968373829e-15 
  685       9.406298068805e-17       2.487642235746e-16       1.063002892983e-15 
  686       9.356454728510e-17       2.475278799779e-16       1.058067641393e-15 
  687       9.306935609805e-17       2.462992641710e-16       1.053162355786e-15 
  688       9.257737713956e-17       2.450783060640e-16       1.048286765456e-15 
  689       9.208857962825e-17       2.438649336629e-16       1.043440592231e-15 
  690       9.160293198519e-17       2.426590730611e-16       1.038623550440e-15 
  691       9.112040183027e-17       2.414606484307e-16       1.033835346880e-15 
  692       9.064095597870e-17       2.402695820142e-16       1.029075680779e-15 
  693       9.016456043741e-17       2.390857941157e-16       1.024344243765e-15 
  694       8.969118040152e-17       2.379092030922e-16       1.019640719834e-15 
  695       8.922078025078e-17       2.367397253455e-16       1.014964785311e-15 
  696       8.875332354599e-17       2.355772753130e-16       1.010316108819e-15 
  697       8.828877302547e-17       2.344217654596e-16       1.005694351248e-15 
  698       8.782709060147e-17       2.332731062691e-16       1.001099165716e-15 
  699       8.736823735665e-17       2.321312062351e-16       9.965301975389e-16 
  700       8.691217892729e-17       2.309959846773e-16       9.919871343625e-16 
  701       8.645890178332e-17       2.298674104976e-16       9.874698577739e-16 
  702       8.600839728036e-17       2.287454642141e-16       9.829782947814e-16 
  703       8.556065630144e-17       2.276301252042e-16       9.785123679123e-16 
  704       8.511566925471e-17       2.265213717000e-16       9.740719951914e-16 
  705       8.467342607123e-17       2.254191807819e-16       9.696570901197e-16 
  706       8.423391620272e-17       2.243235283738e-16       9.652675616525e-16 
  707       8.379712861931e-17       2.232343892375e-16       9.609033141783e-16 
  708       8.336305180734e-17       2.221517369671e-16       9.565642474973e-16 
  709       8.293167376704e-17       2.210755439839e-16       9.522502567997e-16 
  710       8.250298201037e-17       2.200057815304e-16       9.479612326445e-16 
  711       8.207696355875e-17       2.189424196655e-16       9.436970609377e-16 
  712       8.165360494079e-17       2.178854272587e-16       9.394576229110e-16 
  713       8.123289219009e-17       2.168347719846e-16       9.352427951004e-16 
  714       8.081481084299e-17       2.157904203176e-16       9.310524493244e-16 
  715       8.039934593631e-17       2.147523375266e-16       9.268864526629e-16 
  716       7.998648200513e-17       2.137204876693e-16       9.227446674357e-16 
  717       7.957620308054e-17       2.126948335868e-16       9.186269511804e-16 
  718       7.916849268739e-17       2.116753368982e-16       9.145331566318e-16 
  719       7.876333384207e-17       2.106619579953e-16       9.104631316999e-16 
  720       7.836070905027e-17       2.096546560369e-16       9.064167194483e-16 
  721       7.796060030471e-17       2.086533889436e-16       9.023937580733e-16 
  722       7.756298908292e-17       2.076581133922e-16       8.983940808818e-16 
  723       7.716785634501e-17       2.066687848102e-16       8.944175162700e-16 
  724       7.677518253140e-17       2.056853573706e-16       8.904638877024e-16 
  725       7.638494756060e-17       2.047077839863e-16       8.865330136893e-16 
  726       7.599713082697e-17       2.037360163047e-16       8.826247077665e-16 
  727       7.561171119846e-17       2.027700047023e-16       8.787387784729e-16 
  728       7.522866701441e-17       2.018096982789e-16       8.748750293294e-16 
  729       7.484797608324e-17       2.008550448528e-16       8.710332588175e-16 
  730       7.446961568029e-17       1.999059909549e-16       8.672132603575e-16 
  731       7.409356254551e-17       1.989624818233e-16       8.634148222876e-16 
  732       7.371979288128e-17       1.980244613981e-16       8.596377278415e-16 
  733       7.334828235012e-17       1.970918723157e-16       8.558817551278e-16 
  734       7.297900607246e-17       1.961646559033e-16       8.521466771080e-16 
  735       7.261193862442e-17       1.952427521740e-16       8.484322615754e-16 
  736       7.224705403556e-17       1.943260998205e-16       8.447382711332e-16 
  737       7.188432578663e-17       1.934146362105e-16       8.410644631733e-16 
  738       7.152372680732e-17       1.925082973808e-16       8.374105898547e-16 
  739       7.116523310822e-17       1.916070267328e-16       8.337764321658e-16 
  740       7.080883475975e-17       1.907108013183e-16       8.301619028929e-16 
  741       7.045452512543e-17       1.898196060620e-16       8.265669456412e-16 
  742       7.010229724598e-17       1.889334251037e-16       8.229915009216e-16 
  743       6.975214383780e-17       1.880522417951e-16       8.194355061365e-16 
  744       6.940405729158e-17       1.871760386957e-16       8.158988955659e-16 
  745       6.905802967083e-17       1.863047975701e-16       8.123816003530e-16 
  746       6.871405271043e-17       1.854384993838e-16       8.088835484909e-16 
  747       6.837211781523e-17       1.845771242998e-16       8.054046648078e-16 
  748       6.803221605855e-17       1.837206516754e-16       8.019448709538e-16 
  749       6.769433818077e-17       1.828690600581e-16       7.985040853861e-16 
  750       6.735847458788e-17       1.820223271827e-16       7.950822233557e-16 
  751       6.702461535005e-17       1.811804299674e-16       7.916791968928e-16 
  752       6.669275020015e-17       1.803433445100e-16       7.882949147934e-16 
  753       6.636286853235e-17       1.795110460852e-16       7.849292826048e-16 
  754       6.603495940064e-17       1.786835091402e-16       7.815822026118e-16 
  755       6.570901151741e-17       1.778607072916e-16       7.782535738226e-16 
  756       6.538501325201e-17       1.770426133220e-16       7.749432919550e-16 
  757       6.506295262928e-17       1.762291991760e-16       7.716512494222e-16 
  758       6.474281732813e-17       1.754204359570e-16       7.683773353188e-16 
  759       6.442459468009e-17       1.746162939238e-16       7.651214354071e-16 
  760       6.410827166787e-17       1.738167424866e-16       7.618834321025e-16 
  761       6.379383492391e-17       1.730217502039e-16       7.586632044602e-16 
  762       6.348127072893e-17       1.722312847788e-16       7.554606281607e-16 
  763       6.317056501051e-17       1.714453130554e-16       7.522755754958e-16 
  764       6.286170334164e-17       1.706638010154e-16       7.491079153550e-16 
  765       6.255467093924e-17       1.698867137745e-16       7.459575132112e-16 
  766       6.224945266278e-17       1.691140155789e-16       7.428242311065e-16 
  767       6.194603301278e-17       1.683456698018e-16       7.397079276387e-16 
  768       6.164439612939e-17       1.675816389396e-16       7.366084579470e-16 
  769       6.134452579097e-17       1.668218846088e-16       7.335256736979e-16 
  770       6.104640541260e-17       1.660663675421e-16       7.304594230713e-16 
  771       6.075001804466e-17       1.653150475853e-16       7.274095507469e-16 
  772       6.045534637140e-17       1.645678836931e-16       7.243758978893e-16 
  773       6.016237270948e-17       1.638248339263e-16       7.213583021348e-16 
  774       5.987107900652e-17       1.630858554477e-16       7.183565975771e-16 
  775       5.958144683967e-17       1.623509045188e-16       7.153706147533e-16 
  776       5.929345741416e-17       1.616199364964e-16       7.124001806299e-16 
  777       5.900709156188e-17       1.608929058289e-16       7.094451185888e-16 
  778       5.872233223438e-17       1.601697720652e-16       7.065052720219e-16 
  779       5.843917203626e-17       1.594505180124e-16       7.035805756287e-16 
  780       5.815760583021e-17       1.587351319120e-16       7.006709854278e-16 
  781       5.787762825438e-17       1.580236014553e-16       6.977764552607e-16 
  782       5.759923372145e-17       1.573159137815e-16       6.948969367818e-16 
