0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
6.006006006006005954e-03 0.000000000000000000e+00 0.000000000000000000e+00
1.201201201201201191e-02 0.000000000000000000e+00 0.000000000000000000e+00
1.801801801801801786e-02 0.000000000000000000e+00 0.000000000000000000e+00
2.402402402402402382e-02 0.000000000000000000e+00 0.000000000000000000e+00
3.003003003003002977e-02 0.000000000000000000e+00 0.000000000000000000e+00
3.603603603603603572e-02 0.000000000000000000e+00 0.000000000000000000e+00
4.204204204204203821e-02 0.000000000000000000e+00 0.000000000000000000e+00
4.804804804804804763e-02 0.000000000000000000e+00 0.000000000000000000e+00
5.405405405405405705e-02 0.000000000000000000e+00 0.000000000000000000e+00
6.006006006006005954e-02 0.000000000000000000e+00 0.000000000000000000e+00
6.606606606606606202e-02 0.000000000000000000e+00 0.000000000000000000e+00
7.207207207207207145e-02 0.000000000000000000e+00 0.000000000000000000e+00
7.807807807807808087e-02 0.000000000000000000e+00 0.000000000000000000e+00
8.408408408408407642e-02 0.000000000000000000e+00 0.000000000000000000e+00
9.009009009009008584e-02 0.000000000000000000e+00 0.000000000000000000e+00
9.609609609609609526e-02 0.000000000000000000e+00 0.000000000000000000e+00
1.021021021021021047e-01 0.000000000000000000e+00 0.000000000000000000e+00
1.081081081081081141e-01 0.000000000000000000e+00 0.000000000000000000e+00
1.141141141141141097e-01 0.000000000000000000e+00 0.000000000000000000e+00
1.201201201201201191e-01 0.000000000000000000e+00 0.000000000000000000e+00
1.261261261261261146e-01 0.000000000000000000e+00 0.000000000000000000e+00
1.321321321321321240e-01 0.000000000000000000e+00 0.000000000000000000e+00
1.381381381381381335e-01 5.277028154491161249e-01 0.000000000000000000e+00
1.441441441441441429e-01 5.453203314185449679e-01 0.000000000000000000e+00
1.501501501501501523e-01 5.622977802610371612e-01 0.000000000000000000e+00
1.561561561561561617e-01 5.786425506488722670e-01 0.000000000000000000e+00
1.621621621621621712e-01 5.943620312543302919e-01 0.000000000000000000e+00
1.681681681681681528e-01 6.094636107496901323e-01 0.000000000000000000e+00
1.741741741741741623e-01 6.239546778072320166e-01 6.735273002182915261e-03
1.801801801801801717e-01 6.378426210992346190e-01 4.657170166393331812e-03
1.861861861861861811e-01 6.511348292979783903e-01 2.675152965979799707e-03
1.921921921921921905e-01 6.638386910757422266e-01 7.893122801517129389e-04
1.981981981981981999e-01 6.759615951048061344e-01 0.000000000000000000e+00
2.042042042042042094e-01 6.875109300574488991e-01 0.000000000000000000e+00
2.102102102102102188e-01 6.984940846059510822e-01 0.000000000000000000e+00
2.162162162162162282e-01 9.424774130741206957e-01 1.320972382760922104e-01
2.222222222222222099e-01 9.552437728800432515e-01 1.307958773459780566e-01
2.282282282282282193e-01 9.673378793015439125e-01 1.295621630554935344e-01
2.342342342342342287e-01 9.787686675223921107e-01 1.283966679712513215e-01
2.402402402402402382e-01 9.895450727263592761e-01 1.272999646598642065e-01
2.462462462462462476e-01 9.996760300972157287e-01 1.262726256879451447e-01
2.522522522522522292e-01 1.139849267138298261e+00 1.253152236221067861e-01
2.582582582582582664e-01 1.154303495869072771e+00 1.244283310289620026e-01
2.642642642642642481e-01 1.168010263117436942e+00 1.236125204751235551e-01
2.702702702702702853e-01 1.180979558007521968e+00 2.636662441801058132e-01
2.762762762762762669e-01 1.193221369663455267e+00 2.702630337419887341e-01
2.822822822822823041e-01 1.204745687209366034e+00 2.767537250779226743e-01
2.882882882882882858e-01 1.215562499769382576e+00 2.831403933758251390e-01
2.942942942942942675e-01 1.225681796467633644e+00 2.894251138236131893e-01
3.003003003003003046e-01 1.235113566428248877e+00 2.956099616092047189e-01
3.063063063063062863e-01 1.243867798775355693e+00 3.016970119205165113e-01
3.123123123123123235e-01 1.251954482633084176e+00 3.076883399454664603e-01
3.183183183183183051e-01 1.259383607125563298e+00 3.135860208719715714e-01
3.243243243243243423e-01 1.266165161376921144e+00 3.193921298879497939e-01
3.303303303303303240e-01 1.272309134511286244e+00 3.251087421813180223e-01
3.363363363363363057e-01 1.277825515652787569e+00 3.307379329399937617e-01
3.423423423423423428e-01 1.282724293925554759e+00 3.362817773518946285e-01
3.483483483483483245e-01 1.287015458453715677e+00 3.417423506049376836e-01
3.543543543543543617e-01 1.290708998361399740e+00 3.471217278870405432e-01
3.603603603603603434e-01 1.293814902772735254e+00 3.524219843861205459e-01
3.663663663663663805e-01 1.296343160811851858e+00 3.576451952900952524e-01
3.723723723723723622e-01 1.298303761602876305e+00 3.627934357868818904e-01
3.783783783783783994e-01 1.299706694269940010e+00 3.678687810643978540e-01
3.843843843843843811e-01 1.300561947937170837e+00 3.728733063105605372e-01
